id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
26	arima	-0.1701	0.0078	9	21	192	8	2019	0	0
27	array	-0.6632	0.6004	10	49	157	12	2019	0.8333	1.7577
28	artificial intelligence	-0.6151	0.1915	3	26	79	7	2019	0.1429	0.3013
29	artist	-0.373	-0.5286	2	18	133	8	2019	0.125	0.2637
30	attitude	0.5763	-0.1876	9	41	120	11	2019	0.0909	0.1918
31	augmented reality	0.0587	-0.1094	8	10	52	9	2019	1.5556	3.2811
32	authentication	-0.0781	-0.5135	13	32	233	20	2019	1.25	2.6366
33	authority	-0.4099	-0.6473	2	26	98	7	2019	0.1429	0.3013
34	authorization system	0.2612	-0.5227	13	8	129	6	2019	0	0
35	autism	0.1058	0.2468	6	5	42	6	2019	0	0
36	average	-0.0069	0.1789	8	83	225	14	2019	0.3571	0.7533
37	average accuracy	-0.206	-0.1273	2	35	107	8	2019	0.875	1.8456
38	average delay	-0.5057	0.3385	4	18	59	5	2019	1.6	3.3749
39	average error	-0.0519	0.5641	8	17	86	5	2019	0	0
40	average value	-0.4936	0.2145	5	30	107	5	2019	1.2	2.5311
41	baby	-0.7863	-0.4652	2	24	400	23	2019	0.3478	0.7337
42	bahasa indonesia	-0.3158	-0.3758	2	31	100	10	2019	0.8	1.6874
43	balanced scorecard	0.6733	0.0916	1	8	38	5	2019	1.4	2.953
44	band	-0.6189	0.3726	10	96	439	34	2019	0.3824	0.8065
45	bandung district area	0.8568	-0.27	1	14	104	5	2019	0.2	0.4219
46	bandung regency	-0.1254	-0.308	2	24	131	10	2019	1.2	2.5311
47	bandwidth	-0.8015	1.047	10	65	487	35	2019	0.1143	0.2411
48	bankruptcy	-0.0484	0.1086	6	8	32	7	2019	0.2857	0.6027
49	barrier	0.9794	0.1815	1	18	157	21	2019	0.2857	0.6027
50	batik	0.0808	-0.7173	9	11	177	19	2019	0	0
51	battery	-0.3327	0.6396	3	29	96	12	2019	0.0833	0.1758
52	bayesian network	0.0853	0.0527	6	6	102	6	2019	1	2.1093
53	beef	-0.4901	-0.2307	2	8	32	6	2019	7.6667	16.1712
54	behavior intention	1.2035	-0.1775	1	12	86	6	2019	0	0
55	behaviour	0.2098	0.3511	3	49	102	10	2019	0.7	1.4765
56	ber	-0.5403	0.6783	5	64	273	23	2019	0.6957	1.4673
57	best accuracy	-0.6205	-0.5372	2	76	200	12	2019	0.5	1.0546
58	best model	-0.4038	-0.3408	9	27	71	6	2019	0.3333	0.7031
59	biochemical system	-0.4212	-0.5888	13	2	30	6	2019	0	0
60	biodiesel	0.1201	-0.2831	15	4	48	6	2019	0	0
61	biological signal	-0.7232	-0.2792	2	14	86	5	2019	1.4	2.953
62	biometric	-0.362	-0.5483	13	21	86	7	2019	1.8571	3.9173
63	bird	0.2207	0.2661	3	2	10	5	2019	0	0
64	bit	-0.4403	0.4962	5	43	148	12	2019	0.25	0.5273
65	bit error rate	-0.5404	0.7379	5	59	213	16	2019	0.8125	1.7138
66	bluetooth low energy	-0.5906	0.0094	3	6	35	5	2019	0	0
67	body	-0.0964	-0.2878	7	70	197	15	2019	1.1333	2.3905
68	bottleneck	0.5486	-0.209	12	20	141	9	2019	0	0
69	bpso	-0.5596	-0.568	4	12	115	5	2019	1	2.1093
70	buoy	-0.4545	0.8307	3	6	95	5	2019	0	0
71	business model innovation	1.3162	-0.2413	1	22	130	7	2019	0.8571	1.808
72	business process	0.9949	-0.0168	1	64	289	31	2019	0.0968	0.2041
73	business strategy	0.8452	-0.0237	1	28	76	7	2019	0.8571	1.808
74	byte	-0.0011	0.4271	8	23	134	6	2019	0	0
75	camera	-0.364	0.3241	5	98	406	31	2019	0.871	1.8371
76	campaign	0.2017	-0.5545	9	28	250	19	2019	0.4211	0.8881
77	cancer	-0.4296	-0.4076	4	72	538	36	2019	0.7778	1.6406
78	cancer detection	-0.4982	-0.2387	4	45	170	9	2019	0.5556	1.1718
79	cansat	-0.1016	0.6809	6	7	192	8	2019	0	0
80	capacity	0.0774	0.4524	6	98	516	39	2019	0.1795	0.3786
81	capital	1.0989	0.0195	1	57	175	13	2019	1.0769	2.2715
82	car	0.0218	0.23	8	33	293	17	2019	0.0588	0.1241
83	car prototype	0.0689	0.436	8	21	285	11	2019	0	0
84	channel	-0.0885	0.4448	5	61	207	16	2019	0.4375	0.9228
85	character	-0.2012	-0.2329	11	55	271	14	2019	0.0714	0.1507
86	characterization result	-0.7088	1.0181	10	16	40	5	2019	0.6	1.2656
87	chili	-0.1406	-0.3146	2	25	202	11	2019	0.7273	1.534
88	cholesterol	-0.2967	-0.2213	7	28	369	19	2019	0.4211	0.8881
89	cholesterol level	-0.295	-0.2334	7	28	298	13	2019	0.6154	1.298
90	ciliwung river	0.0685	0.632	3	16	117	5	2019	0	0
91	city	0.0041	0.2701	5	88	386	26	2019	0.4231	0.8924
92	classification algorithm	-0.5008	-0.5136	2	46	122	10	2019	0.9	1.8984
93	classification method	-0.5421	-0.5147	2	109	454	29	2019	0.6207	1.3092
94	classification model	-0.2836	-0.5743	2	53	118	9	2019	1.3333	2.8124
95	classification technique	-0.383	-0.5949	4	49	102	7	2019	0.4286	0.904
96	classifier	-0.3965	-0.618	2	141	692	54	2019	1.5	3.1639
97	client	-0.2579	0.5929	8	34	207	16	2019	0.1875	0.3955
98	climate change	0.7016	-0.0806	1	20	198	8	2019	0.25	0.5273
99	cnn	-0.5245	-0.4076	7	54	277	22	2019	0.2727	0.5753
100	co creation	1.2656	-0.2854	1	14	131	9	2019	0.8889	1.8749
101	code	-0.0083	0.3731	5	87	636	47	2019	0.1064	0.2244
102	collaboration	1.3039	0.1377	14	32	377	18	2019	0.8889	1.8749
103	colon cancer	-0.5867	-0.556	2	19	111	7	2019	0	0
104	color	-0.4122	-0.2487	7	31	140	12	2019	0.0833	0.1758
105	comment	-0.2183	-0.6223	2	49	203	13	2019	0.2308	0.4868
106	communication coverage	-0.5783	0.8365	5	19	81	5	2019	2.6	5.4842
107	communication system	-0.2414	0.6264	5	65	256	23	2019	0.3478	0.7337
108	comparative analysis	0.3645	0.1692	4	60	126	7	2019	0.8571	1.808
109	competency	0.9559	0.0185	1	34	290	26	2019	1.0385	2.1904
110	competitive advantage	1.1695	-0.0545	1	34	75	10	2019	0.5	1.0546
111	complaint	0.3696	-0.4694	12	30	231	12	2019	0.25	0.5273
112	compressive sampling	-0.677	0.2651	5	11	43	7	2019	0.2857	0.6027
113	computer ii	-0.0125	0.8329	3	5	42	6	2019	1	2.1093
114	computer simulation	-0.4775	0.7411	5	45	144	12	2019	0.6667	1.4062
115	computer vision	-0.4331	-0.4509	7	32	72	6	2019	0.8333	1.7577
116	confinement	-0.0962	0.4549	3	4	50	5	2019	0	0
117	consumer	0.5076	0.1373	1	102	729	46	2019	0.4783	1.0088
118	continuance intention	0.9789	-0.3061	1	22	210	10	2019	0	0
119	control	-0.1222	0.57	8	139	704	54	2019	0.1111	0.2344
120	conversation	0.0321	-0.2915	9	52	182	13	2019	0.3077	0.649
121	convolutional neural network	-0.5292	-0.4633	7	58	373	27	2019	0.2963	0.625
122	cooked soybean porridge	0.6828	-0.3606	15	5	45	5	2019	0	0
123	coordinate	-0.3886	0.4008	3	30	137	10	2019	0	0
124	coverage	-0.546	0.6606	5	66	202	15	2019	0.8	1.6874
125	coverage area	-0.542	0.6842	5	43	155	14	2019	0.7143	1.5066
126	creative economy	1.1418	0.0768	1	9	75	5	2019	0	0
127	cross validation	-0.3283	-0.6474	13	39	76	5	2019	1	2.1093
128	cry	-0.7844	-0.4574	2	21	168	7	2019	0	0
129	cryptocurrency	0.4848	0.2581	1	8	35	8	2019	1.25	2.6366
130	cubesat	-0.3853	0.9635	3	22	136	8	2019	0	0
131	customer experience	0.8266	-0.3542	1	32	97	7	2019	0.4286	0.904
132	customer experience orientation	1.2908	-0.2894	1	16	95	6	2019	1	2.1093
133	damage	-0.0617	0.3187	8	50	121	9	2019	0.2222	0.4687
134	data augmentation	-0.2546	-0.5913	9	24	116	10	2019	0	0
135	data communication	-0.2841	0.5132	8	25	53	6	2019	0	0
136	data logger	0.1369	0.5181	3	15	48	6	2019	0.5	1.0546
137	data network	-0.0285	0.6003	6	15	121	9	2019	0.2222	0.4687
138	data transmission	-0.4376	0.4327	5	43	83	7	2019	0.1429	0.3013
139	day tour optimization	0.5755	-0.481	12	5	45	5	2019	0	0
140	dbi	-0.9479	1.1295	10	24	206	10	2019	0	0
141	dbm	-0.4072	0.6592	5	58	292	18	2019	0	0
142	dc motor	-0.0867	0.572	8	23	185	11	2019	0.1818	0.3835
143	dct	-0.6152	0.1448	5	18	67	8	2019	0	0
144	death	-0.485	-0.5073	2	49	94	7	2019	1	2.1093
145	decision tree	-0.5158	-0.5265	4	71	334	22	2019	0.5909	1.2464
146	degree distribution	-0.364	0.6113	5	22	83	10	2019	0.1	0.2109
147	delay	-0.0865	0.4342	4	78	327	23	2019	0.3043	0.642
148	department	1.273	-0.0193	1	38	173	16	2019	0.25	0.5273
149	depth	-0.1208	0.4237	3	10	31	6	2019	0	0
150	design methodology approach	1.2505	-0.1629	1	42	137	5	2019	1.2	2.5311
151	detection method	-0.143	-0.0181	4	27	106	6	2019	0	0
152	determinant	1.0967	-0.1288	1	53	225	10	2019	0.4	0.8437
153	developer	0.3973	0.0275	6	30	217	11	2019	0.4545	0.9588
154	device orientation	-0.541	0.8139	5	11	120	8	2019	1	2.1093
155	dgs	-0.9136	1.1458	10	10	36	5	2019	0	0
156	diagnosis	-0.4968	-0.3367	7	47	137	9	2019	1.3333	2.8124
157	diameter	-0.5022	0.3699	14	31	152	17	2019	0.5294	1.1167
158	digital era	0.5101	0.0022	14	65	227	13	2019	0.5385	1.1358
159	digital government	1.0436	-0.1256	1	11	70	5	2019	1	2.1093
160	digital image processing	-0.1668	-0.2103	7	22	58	6	2019	0	0
161	digital leadership	1.3092	0.23	14	15	434	14	2019	0.5	1.0546
162	disadvantage	0.4515	0.146	6	27	110	10	2019	0	0
163	discrete wavelet transform	-0.6554	-0.1538	2	42	129	7	2019	0.4286	0.904
164	disease	-0.449	-0.2731	7	105	706	48	2019	0.75	1.582
165	disruption	0.0966	0.0424	6	25	144	12	2019	0.3333	0.7031
166	disturbance	-0.224	0.3059	8	38	122	11	2019	0.0909	0.1918
167	doctor	-0.4869	-0.1789	7	71	181	14	2019	1	2.1093
168	doppler effect	-0.4613	0.4729	4	24	68	6	2019	0.3333	0.7031
169	drop	-0.1693	0.6735	6	29	189	12	2019	0.25	0.5273
170	dsr	0.2436	0.6083	4	15	129	7	2019	0	0
171	dust collector	0.6471	0.2764	1	4	42	7	2019	0	0
172	dwt	-0.6469	-0.0924	2	60	183	13	2019	1.3077	2.7583
173	dynamic capability	1.3118	0.225	14	15	463	15	2019	0.4667	0.9843
174	e commerce	0.9224	0.0041	1	39	131	8	2019	1	2.1093
175	e commerce adoption	1.3339	0.0593	1	5	60	6	2019	0	0
176	e government	1.0368	-0.253	1	5	119	7	2019	0	0
177	early detection	-0.4835	-0.3543	7	47	104	5	2019	0.6	1.2656
178	early stage	-0.0685	0.5127	14	30	71	5	2019	0.2	0.4219
179	ecg	-0.4246	-0.2787	13	33	115	9	2019	1.4444	3.0468
180	ecg signal	-0.4456	-0.4932	13	27	68	6	2019	2.3333	4.9217
181	economic growth	0.9673	0.0663	1	38	124	12	2019	0.9167	1.9335
182	edge image detection	0.0776	-0.1206	8	2	30	5	2019	0	0
183	educational institution	0.7369	-0.4973	1	2	8	5	2019	0	0
184	eeg	-0.8807	-0.6462	2	27	124	9	2019	0.8889	1.8749
185	eeg signal	-0.7897	-0.5608	2	44	470	35	2019	0.8857	1.8682
186	effective public middle manager	1.1	-0.0119	1	9	105	5	2019	2	4.2186
187	electricity	-0.1876	0.5672	3	46	160	17	2019	0.2353	0.4963
188	emd	-0.7219	-0.2623	2	37	100	7	2019	1.5714	3.3146
189	emergency vehicle	0.1274	0.7644	8	6	88	9	2019	0.1111	0.2344
190	empirical equation	-0.5711	0.8893	10	7	54	5	2019	0	0
191	empirical mode decomposition	-0.7074	-0.3446	2	37	131	8	2019	1.625	3.4276
192	employee	1.2128	-0.0577	1	54	269	30	2019	0.2667	0.5625
193	end	-0.0747	0.5533	4	51	144	13	2019	0.5385	1.1358
194	energy	0.1716	0.3537	3	101	429	39	2019	0.5385	1.1358
195	english	-0.381	-0.5002	2	39	284	22	2019	0.1818	0.3835
196	enterprise resource planning	1.2079	-0.0261	1	39	199	15	2019	0	0
197	entity	0.042	-0.9177	11	74	688	31	2019	0.2581	0.5443
198	entity recognition	-0.0701	-1.1127	11	42	327	14	2019	0.2143	0.452
199	epilepsy	-0.8891	-0.6397	2	28	226	12	2019	0.75	1.582
200	equation	-0.1203	0.45	3	41	227	31	2019	0.6129	1.2928
201	erp	1.1729	-0.0239	1	45	310	24	2019	0	0
202	erp implementation	1.2371	-0.0487	1	28	142	11	2019	0	0
203	erp system	1.2016	-0.0499	1	34	126	9	2019	0	0
204	error value	-0.1025	0.3628	8	40	177	13	2019	0.5385	1.1358
205	euclidean distance	-0.6826	-0.4749	2	35	77	5	2019	1.2	2.5311
206	everyone	0.0506	-0.3932	9	49	107	7	2019	0.5714	1.2053
207	examination	-0.1106	-0.0359	7	43	131	9	2019	0.2222	0.4687
208	exit	-0.4056	0.5637	5	27	94	7	2019	0.5714	1.2053
209	expectation	1.0286	-0.1921	1	51	167	14	2019	0.4286	0.904
210	experiment result	-0.3772	0.5618	10	36	93	8	2019	0	0
211	expert system	-0.3057	-0.1494	7	38	172	11	2019	0.7273	1.534
212	extrinsic information transfer	-0.404	0.5753	5	24	87	6	2019	0.5	1.0546
213	eye	-0.4141	-0.4315	7	33	102	10	2019	1.1	2.3202
214	f1 score	-0.3097	-0.647	2	74	218	15	2019	0.8	1.6874
215	face image	-0.4655	-0.5574	9	15	54	10	2019	0.2	0.4219
216	facebook	0.3934	-0.4134	1	40	84	6	2019	0.1667	0.3515
217	fairness	-0.0973	0.7499	6	16	36	6	2019	1	2.1093
218	family business	1.1092	-0.23	1	12	165	11	2019	1	2.1093
219	farmer	0.6995	-0.0307	1	41	476	27	2019	0.1111	0.2344
220	feature extraction	-0.548	-0.5438	2	128	513	32	2019	0.75	1.582
221	feature extraction method	-0.7199	-0.686	2	48	112	7	2019	0.5714	1.2053
222	feature selection	-0.3477	-0.4681	4	57	298	16	2019	2.625	5.5369
223	fiber	-0.5577	-0.2671	7	54	173	12	2019	0.1667	0.3515
224	final result	-0.3854	0.0137	3	36	67	5	2019	0.2	0.4219
225	financial distress	1.1653	0.0676	1	6	78	6	2019	0	0
226	financial network	-0.0584	0.0956	6	6	30	5	2019	0.6	1.2656
227	fingerprint	-0.5006	-0.5704	2	29	107	10	2019	0.6	1.2656
228	fire	-0.2834	0.0342	9	40	354	26	2019	0.1154	0.2434
229	fire alarm system	-0.2223	0.2593	4	25	131	8	2019	0	0
230	first step	0.5552	-0.0965	1	21	67	5	2019	0.4	0.8437
231	fitness value	0.5962	-0.3623	12	22	98	7	2019	0	0
232	flood	0.3539	0.0978	1	25	165	12	2019	0.5833	1.2304
233	flooding	0.0443	0.5482	3	22	97	6	2019	0.8333	1.7577
234	flow	-0.0429	0.5548	3	82	470	52	2019	0.2692	0.5679
235	fold cross validation	-0.362	-0.4361	2	58	133	7	2019	1.5714	3.3146
236	forecasting	-0.2346	0.0433	9	41	168	13	2019	0.6923	1.4603
237	forest	-0.3024	-0.1738	9	50	212	18	2019	0.5	1.0546
238	frame	-0.263	0.244	8	56	157	10	2019	0	0
239	frequency	-0.7523	0.5459	10	165	798	61	2019	0.3443	0.7261
240	frequency range	-0.6669	0.9656	10	30	100	9	2019	0.1111	0.2344
241	fulfilment	0.9378	-0.3915	1	13	120	5	2019	0	0
242	fuzzy logic	-0.4563	0.5578	3	24	84	12	2019	0.25	0.5273
243	fuzzy logic controller	-0.4565	0.5458	3	4	14	5	2019	0	0
244	g2p model	-0.4867	-0.3397	2	5	55	5	2019	1	2.1093
245	gabc	0.3602	0.0435	4	3	30	5	2019	0	0
246	gain	-0.8587	0.9959	10	51	358	20	2019	0.05	0.1055
247	game	-0.6409	0.1526	3	30	314	29	2019	0.2069	0.4364
248	garbage	-0.5632	0.2348	4	3	15	5	2019	6	12.6557
249	gas sensor	-0.5177	0.9575	14	6	56	8	2019	0	0
250	gate	0.1015	0.5688	3	14	109	18	2019	0.4444	0.9375
251	gateway	-0.427	0.5807	5	23	134	13	2019	0.3077	0.649
252	gbc	-0.1619	-0.4167	4	10	100	5	2019	0	0
253	gender	1.1401	-0.2125	1	30	128	6	2019	0.5	1.0546
254	gender diversity	0.9369	-0.3325	9	2	10	5	2019	2	4.2186
255	genetic algorithm	0.1911	-0.1896	12	41	124	8	2019	0.375	0.791
256	gesture	-0.1473	-0.0022	8	24	71	12	2019	0.0833	0.1758
257	gesture recognition	-0.3046	0.1916	8	19	123	12	2019	0.1667	0.3515
258	ghz	-0.8191	1.0266	10	52	822	52	2019	0.0385	0.0811
259	ghz frequency	-0.9226	1.0127	10	11	97	5	2019	0	0
260	good	1.0692	0.0301	1	21	81	10	2019	0.2	0.4219
261	good agreement	-0.0614	0.6186	3	26	73	7	2019	0.4286	0.904
262	good performance	0.1904	-0.5408	13	39	101	6	2019	1.3333	2.8124
263	gpr	-0.7288	0.9586	10	12	43	5	2019	0	0
264	gps	-0.5375	0.1755	4	15	39	5	2019	1.2	2.5311
265	graph	-0.0558	0.0613	6	35	177	20	2019	0.2	0.4219
266	green procurement	1.1564	0.0589	1	10	77	5	2019	0	0
267	grid	0.2906	0.3304	3	36	119	12	2019	0.5	1.0546
268	hadith	-0.0429	-0.9859	11	45	546	28	2019	0.4643	0.9793
269	hat	0.2151	-0.1713	8	8	37	5	2019	0.2	0.4219
270	hate speech	-0.4007	-0.7171	2	27	265	19	2019	0	0
271	hate speech detection	-0.4181	-0.7554	2	27	87	5	2019	0	0
272	health	-0.6689	0.1136	3	37	100	7	2019	0.7143	1.5066
273	healthcare	0.7663	-0.3572	12	10	45	5	2019	3.2	6.7497
274	height	-0.2513	0.5816	3	22	53	7	2019	0.5714	1.2053
275	helpdesk application	0.6136	-0.2119	12	13	216	8	2019	0	0
276	hfmd	-0.4863	-0.3158	7	11	96	6	2019	0.5	1.0546
277	hht	-0.7516	0.0133	2	5	22	5	2019	0	0
278	hidden layer	-0.1572	-0.3041	4	30	99	9	2019	0.2222	0.4687
279	hidden markov model	-0.2373	-0.7181	11	29	130	8	2019	0	0
280	high accuracy	-0.4705	-0.3087	7	64	159	12	2019	0.75	1.582
281	higher education	0.7786	-0.4382	1	13	55	9	2019	0	0
282	highest accuracy	-0.4511	-0.3845	2	85	250	15	2019	0.7333	1.5468
283	hjorth descriptor	-0.7142	-0.3725	2	36	182	12	2019	2.5	5.2732
284	hmm	-0.3377	-0.6516	11	30	172	9	2019	0.2222	0.4687
285	hoax	-0.1932	-0.6841	9	22	186	9	2019	0	0
286	hoax news	-0.1862	-0.6538	9	22	212	12	2019	0	0
287	hot fluid	-0.5673	0.8878	10	7	54	5	2019	0	0
288	hotel	0.3693	-0.4694	12	15	125	9	2019	1.1111	2.3437
289	hotspot	-0.3278	-0.007	9	11	156	6	2019	0	0
290	http	0.005	-0.9647	11	33	86	6	2019	0	0
291	human body	-0.3532	-0.1144	7	38	92	6	2019	0.6667	1.4062
292	humidity	-0.4514	0.5019	3	28	111	12	2019	0.4167	0.8789
293	hundred	-0.311	-0.0927	4	34	57	6	2019	0.6667	1.4062
294	hybrid energy storage system	-0.377	0.5388	3	4	32	8	2019	1	2.1093
295	hypothesis	1.1058	-0.0853	1	42	110	9	2019	0.8889	1.8749
296	ictal state	-0.9425	-0.6851	2	12	74	5	2019	0.4	0.8437
297	ids	-0.1517	0.071	4	16	242	14	2019	2	4.2186
298	ieee	-0.4003	0.3973	4	16	73	6	2019	1	2.1093
299	image processing	-0.449	-0.0907	7	47	141	14	2019	0.5714	1.2053
300	implication	0.9244	-0.1604	1	81	273	18	2019	1.2778	2.6952
301	important component	0.4778	-0.5084	1	48	133	7	2019	0.1429	0.3013
302	important factor	0.7526	-0.2131	1	44	114	7	2019	0.7143	1.5066
303	important information	-0.5996	-0.3289	4	34	59	5	2019	0.4	0.8437
304	ina bwr	0.1979	-0.6713	12	9	120	5	2019	0	0
305	indonesian	0.075	-0.9036	11	49	249	12	2019	0.1667	0.3515
306	indonesian government	0.834	-0.0931	1	24	53	5	2019	0.2	0.4219
307	indonesian language	-0.414	-0.6534	2	45	121	8	2019	1.125	2.373
308	indonesian translation	-0.0573	-1.1156	11	34	133	6	2019	0.1667	0.3515
309	information gain	-0.401	-0.7193	4	31	92	8	2019	1.375	2.9003
310	information system	0.7646	-0.0933	12	72	378	31	2019	0.4194	0.8845
311	infusion fluid	-0.0796	0.587	6	7	96	8	2019	0	0
312	innovation	1.0573	-0.0825	1	89	486	40	2019	0.425	0.8964
313	innovation capability	1.2847	0.124	14	20	192	9	2019	1.7778	3.7498
314	innovation management	1.4519	0.1583	14	12	195	5	2019	0	0
315	innovation performance	1.4535	-0.1766	1	8	221	13	2019	0	0
316	instagram	-0.0992	-0.5904	2	56	215	15	2019	0.1333	0.2812
317	instagram comment section	-0.4294	-0.7238	2	18	87	5	2019	0	0
318	installation	0.168	0.5407	3	21	79	8	2019	1	2.1093
319	instance	-0.1589	0.067	3	37	76	6	2019	0.8333	1.7577
320	intention	0.6425	-0.201	8	59	266	16	2019	0.375	0.791
321	interactivity	0.9521	-0.4076	1	9	129	8	2019	0	0
322	interface	-0.0054	0.3008	6	29	85	10	2019	0.7	1.4765
323	interference	-0.2491	0.645	6	44	119	14	2019	0.8571	1.808
324	intersection	0.1798	0.6608	8	13	89	12	2019	0.3333	0.7031
325	inverter	-0.221	0.5949	3	8	90	6	2019	0	0
326	investment	0.7635	0.054	1	23	46	8	2019	0.375	0.791
327	iot platform	-0.4864	0.0963	4	19	81	9	2019	0	0
328	iris	-0.2956	-0.2485	7	28	157	6	2019	1	2.1093
329	islamic bank	0.677	0.0875	1	4	25	5	2019	0	0
330	iteration	-0.3086	0.2831	3	20	131	11	2019	0	0
331	japan	-0.2728	0.6033	14	5	30	5	2019	1.2	2.5311
332	java	0.5331	0.0454	1	58	302	21	2019	0.2857	0.6027
333	jne	0.9345	-0.1436	1	10	110	5	2019	1	2.1093
334	k nearest neighbor	-0.539	-0.4591	2	80	286	20	2019	0.45	0.9492
335	k nn	-0.5614	-0.4562	2	34	75	6	2019	1.8333	3.867
336	kernel	-0.5221	-0.5785	2	64	183	16	2019	0.375	0.791
337	key factor	1.1184	-0.1422	1	35	106	6	2019	0.5	1.0546
338	kinect	-0.2855	0.24	8	15	76	7	2019	0.1429	0.3013
339	kms	1.6408	-0.0447	1	5	60	5	2019	1	2.1093
340	knn	-0.5204	-0.401	2	67	266	20	2019	0.65	1.371
341	knowledge	1.0546	-0.1478	1	113	626	47	2019	1	2.1093
342	knowledge management	1.3844	-0.0132	1	16	105	7	2019	0	0
343	knowledge sharing	1.4966	-0.1194	1	11	120	6	2019	1.5	3.1639
344	kpi	1.204	0.1027	1	20	68	6	2019	0	0
345	kurtosis	-0.754	-0.5098	2	27	66	5	2019	0.8	1.6874
346	laa	-0.325	0.8045	6	7	32	6	2019	0	0
347	label	0.2434	-0.583	6	73	665	30	2019	0.5	1.0546
348	labeling system	0.632	-0.5726	6	12	265	10	2019	0.5	1.0546
349	lane	0.0919	0.6581	8	22	197	12	2019	0.0833	0.1758
350	language	-0.2568	-0.3018	2	74	332	23	2019	0.1739	0.3668
351	laptop	-0.0142	0.3241	8	19	116	6	2019	1.3333	2.8124
352	lbp	-0.5814	-0.4883	7	23	78	6	2019	1.1667	2.4608
353	lds ofdm	-0.0811	0.7512	6	9	84	9	2019	0.7778	1.6406
354	lecturer	0.5902	-0.3151	1	16	54	9	2019	0	0
355	limitation	0.6162	-0.1355	6	77	298	20	2019	0.5	1.0546
356	line	0.3721	0.2426	8	84	495	32	2019	0.125	0.2637
357	linear regression	-0.0671	-0.1213	7	48	193	9	2019	0.4444	0.9375
358	liver	-0.3499	-0.2408	7	29	106	5	2019	0.6	1.2656
359	local attention	-0.2499	-1.2577	11	4	40	5	2019	0	0
360	local binary pattern	-0.5466	-0.4742	7	36	133	9	2019	1.4444	3.0468
361	localization	-0.3604	0.6239	14	16	102	14	2019	0.1429	0.3013
362	locker	0.9536	0.1184	1	3	30	6	2019	0	0
363	long short term memory	-0.2302	-1.0602	11	26	89	9	2019	0.1111	0.2344
364	long time	-0.39	-0.8434	7	44	146	7	2019	0.5714	1.2053
365	lora	-0.4812	0.487	3	23	133	10	2019	0.6	1.2656
366	low pass filter	-0.3139	0.3825	3	11	32	5	2019	0	0
367	low temperature	-0.0096	0.7744	6	8	95	5	2019	0	0
368	lru	-0.065	0.6459	6	11	175	10	2019	0.5	1.0546
369	lstm	-0.2446	-1.1388	11	26	93	9	2019	0.1111	0.2344
370	lung sound classification	-0.7101	-0.3009	2	16	86	5	2019	1.4	2.953
371	mac cormacks scheme	-0.1516	0.3951	3	3	20	5	2019	1	2.1093
372	machine learning	-0.4733	-0.3538	2	32	75	6	2019	0.1667	0.3515
373	magnet	-1.4118	0.979	10	1	36	9	2019	0	0
374	magnitude	-0.0604	0.2618	10	27	48	5	2019	0.6	1.2656
375	main controller	-0.4162	0.9067	5	13	116	5	2019	0	0
376	maintenance	0.4635	0.3207	1	24	60	7	2019	0.1429	0.3013
377	maintenance activity	1.6408	-0.0448	1	5	60	5	2019	1	2.1093
378	manager	1.0429	-0.0745	1	63	226	13	2019	0.6154	1.298
379	manufacturing company	1.4345	-0.0287	1	20	76	8	2019	0.25	0.5273
