id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
78	alcohol drinker	0.5565	0.3573	4	7	168	8	2019	0	0
79	alfalfa supplementation	-0.369	0.4725	5	17	213	10	2019	0	0
80	algebra	0.1793	-0.3028	3	8	94	10	2019	0	0
81	allele	0.2574	0.4185	10	61	274	15	2019	1.4667	1.3688
82	alloy	-0.6276	-0.4392	7	26	231	16	2019	0.8125	0.7583
83	alternative method	0.2411	-0.5896	3	47	118	6	2019	1	0.9332
84	alternative solution	0.3896	-0.5172	17	22	76	7	2019	1	0.9332
85	alternative source	0.3074	-0.1007	2	45	166	9	2019	0.8889	0.8295
86	altitude	0.1969	-0.1853	3	19	87	7	2019	0.8571	0.7999
87	aluminum	-0.553	-0.4798	7	12	57	5	2019	0.8	0.7466
88	aluminum plate	-0.6792	-0.5215	7	9	125	5	2019	0	0
89	amf	0.2494	0.0164	4	18	150	8	2019	4.5	4.1996
90	ammonia	-0.682	0.0576	12	83	278	14	2019	3.0714	2.8664
91	amplification	-0.021	0.2689	10	80	314	16	2019	1.125	1.0499
92	ams	-0.8473	-0.0816	1	27	194	8	2019	0.75	0.6999
93	amylase	-0.5346	0.1435	12	20	87	5	2019	0.8	0.7466
94	anaerobic digestion	-0.7144	-0.3223	12	32	164	8	2019	5.125	4.7829
95	analog	-0.5009	0.1534	12	48	231	15	2019	1.4	1.3065
96	analyte	-0.8014	-0.4371	9	54	151	5	2019	3	2.7997
97	analytical result	-0.6021	0.1276	6	38	62	5	2019	5	4.6662
98	andromed	0.0093	0.7098	5	3	50	5	2019	0	0
99	angiogenesis	-0.1598	0.6287	14	52	191	8	2019	0.625	0.5833
100	anjani cave	0.1097	-0.1973	4	5	40	5	2019	3	2.7997
101	anova	-0.2332	0.2617	5	276	846	40	2019	0.375	0.35
102	answer	0.6118	-0.3155	15	26	86	11	2019	1.2727	1.1878
103	anterior horn	0.172	1.1316	8	8	210	6	2019	0	0
104	anti	-0.389	0.337	6	53	112	7	2019	2.1429	1.9998
105	antibacterial activity	-0.692	-0.008	1	122	670	34	2019	1.6176	1.5097
106	antibacterial agent	-0.7766	-0.0448	1	73	201	8	2019	0.75	0.6999
107	antibiotic resistance	-0.2802	0.4826	22	30	105	5	2019	1.8	1.6798
108	antibody	0.0592	0.5665	6	98	489	28	2019	1.5714	1.4665
109	anticancer	-0.5518	0.4814	6	81	289	11	2019	1	0.9332
110	anticancer activity	-0.7587	0.3291	6	39	125	6	2019	1.8333	1.7109
111	antimicrobial activity	-0.4096	-0.0607	4	42	113	6	2019	2.1667	2.022
112	antimycobacterial screening	0.5853	1.3459	22	12	270	5	2019	1	0.9332
113	antioxidant	-0.5663	0.2925	6	69	275	15	2019	1.3333	1.2443
114	antioxidant activity	-0.6368	0.1602	6	148	1133	51	2019	1.0196	0.9515
115	anxiety	0.9759	0.4633	2	20	251	16	2019	1.4375	1.3415
116	ao7	-0.7084	-0.5729	9	29	248	7	2019	1.1429	1.0666
117	aod	0.528	-0.609	3	4	84	6	2019	0	0
118	aodv etx	0.4843	-0.3042	3	4	30	6	2019	0	0
119	aor	0.6546	0.198	2	35	163	10	2019	0.7	0.6533
120	apnp	0.1785	-0.1435	3	6	24	5	2019	0.8	0.7466
121	apoptosis	-0.287	0.7497	6	86	681	25	2019	1.48	1.3812
122	apparatus	-0.5299	-0.8313	17	25	136	11	2019	0.1818	0.1697
123	apple orchard	0.4145	-0.4271	20	14	173	10	2019	0.3	0.28
124	aptamer	-0.5265	0.135	9	10	105	5	2019	0	0
125	aquadest	-0.7015	-0.1135	11	13	77	7	2019	0	0
126	aqueous solution	-0.9289	-0.2322	1	60	243	11	2019	2.0909	1.9513
127	arduino	0.3116	-0.4799	3	8	28	5	2019	3.8	3.5463
128	arg	-0.9051	0.0394	1	30	163	5	2019	0.4	0.3733
129	arm	0.6371	0.3426	2	41	167	9	2019	1.2222	1.1406
130	arrowroot	-0.1197	-0.0901	3	19	69	5	2019	0.4	0.3733
131	art	0.6357	-0.1326	3	32	138	13	2019	0.3077	0.2872
132	artificial insemination	-0.0313	0.4713	5	18	51	7	2019	0.8571	0.7999
133	artificial neural network	0.5288	-0.3146	3	21	33	6	2019	1.1667	1.0888
134	artistic orientation	1.1914	0.0123	2	7	88	8	2019	2	1.8665
135	asd	0.7111	0.104	2	36	365	25	2019	0	0
136	asean	0.9549	0.3159	2	17	138	9	2019	1.1111	1.0369
137	asean country	1.0246	0.1477	2	9	51	6	2019	1	0.9332
138	asia	0.7905	0.4327	13	131	565	33	2019	2.1212	1.9796
139	asian country	0.92	0.6706	13	67	381	15	2019	5.4667	5.1017
140	asian patient	1.1206	0.9637	13	25	237	6	2019	6.1667	5.755
141	asian woman	1.2367	0.8339	13	25	282	6	2019	4	3.733
142	aspergillus	-0.8381	0.0369	12	7	95	5	2019	1	0.9332
143	aspergillus niger	-0.6559	-0.0645	12	20	60	5	2019	0	0
144	aspergillus sp	-0.9019	0.0995	12	14	71	5	2019	0	0
145	asphalt concrete	-0.2587	-0.5978	7	4	63	7	2019	0	0
146	assay	-0.2918	0.5181	6	291	1513	56	2019	1.5357	1.4332
147	association	0.6613	0.4824	13	287	1695	78	2019	2.5128	2.3451
148	asymmetric decentralization	0.1724	-0.0114	7	4	24	6	2019	0	0
149	atmosphere	-0.3229	-0.3626	4	60	130	7	2019	3.5714	3.333
150	atmospheric correction	0.5026	-0.5952	3	7	80	6	2019	0	0
151	atomic force microscopy	-0.7132	-0.2862	1	47	104	6	2019	5.1667	4.8217
152	atung seed	-0.7431	0.174	19	10	72	6	2019	0	0
153	audit opinion	1.1211	-0.0319	2	5	41	5	2019	1	0.9332
154	auo	-0.9115	-0.6206	9	14	192	6	2019	0	0
155	authentication	-0.4015	-0.3095	9	87	858	28	2019	1.5714	1.4665
156	autism spectrum disorder	0.701	0.1165	2	21	102	5	2019	0	0
157	autograft	0.8367	0.6384	13	16	141	11	2019	4.6364	4.3268
158	automatic braking system	-0.4714	-1.0591	9	3	62	6	2019	0	0
159	average daily gain	-0.1009	0.486	5	55	246	9	2019	0	0
160	average diameter	-0.2498	-0.3086	11	49	102	6	2019	3.1667	2.9553
161	axis	-0.2951	0.1038	14	79	303	15	2019	2.2	2.0531
162	azoxystrobin	-0.1944	0.293	8	7	40	5	2019	3	2.7997
163	b type chap	-0.9046	-0.4307	1	33	188	7	2019	0.4286	0.4
164	baby	0.8757	0.3123	2	32	146	7	2019	2.7143	2.5331
165	bacillus	-0.4715	0.0801	12	16	68	7	2019	0	0
166	bacillus subtili	-0.5077	0.1596	12	33	95	6	2019	0.6667	0.6222
167	bacterial growth	-0.5134	0.0856	15	49	96	6	2019	0.5	0.4666
168	bacterial isolate	-0.3796	0.101	12	28	104	10	2019	0.4	0.3733
169	bacterial strain	-0.5242	0.0503	12	16	59	6	2019	0	0
170	bali cattle	-0.1046	0.2632	5	58	244	14	2019	0	0
171	bali cow	0.0863	0.3198	5	12	71	5	2019	0	0
172	banana	-0.1591	0.0165	10	36	205	20	2019	5	4.6662
173	banana peel	-0.1326	0.9554	8	8	132	6	2019	0	0
174	bangka belitung islands	-0.2475	-0.2037	5	11	75	6	2019	2	1.8665
175	banking service	0.6434	-0.3737	4	4	56	11	2019	1.2727	1.1878
176	banyumas	0.4509	-0.0581	4	36	134	9	2019	0.7778	0.7259
177	banyumas basin	0.4741	-0.1742	4	7	105	5	2019	0	0
178	bar	-0.486	-0.1064	7	54	292	24	2019	1.0417	0.9721
179	bark	-0.5126	0.3004	6	44	149	8	2019	1	0.9332
180	barrier option	2.5269	-1.2066	25	2	45	5	2019	0	0
181	basal diet	-0.3493	0.4138	5	81	526	21	2019	0.2381	0.2222
182	basal feed	-0.0908	0.5218	5	21	116	5	2019	0	0
183	basic data	0.4047	-0.2415	18	16	57	5	2019	1.6	1.4932
184	batch	0.0501	-0.2699	7	56	185	14	2019	0.8571	0.7999
185	batch reactor	-0.7845	-0.3619	12	28	79	5	2019	0.4	0.3733
186	batik wastewater	-0.8376	0.0285	12	19	149	10	2019	0.5	0.4666
187	battery	0.312	-0.7966	11	22	166	20	2019	0.65	0.6066
188	bav	-0.3526	0.3888	5	10	120	6	2019	0	0
189	bce	-0.2647	0.5593	6	14	123	7	2019	0.2857	0.2666
190	bcs	-0.2516	0.3873	5	21	106	5	2019	0	0
191	bed reactor	-0.7269	-0.4652	1	34	109	8	2019	2.625	2.4498
192	beef	0.125	0.3691	10	40	207	13	2019	1.4615	1.364
193	beef cattle	0.1135	0.3292	15	25	52	5	2019	0.8	0.7466
194	begomovirus	0.1183	0.0797	18	13	176	12	2019	4.5	4.1996
195	behavioral change	0.7162	0.1327	2	10	32	5	2019	0	0
196	belik river	-0.1991	-0.2724	4	14	70	5	2019	0	0
197	bengkulu city	1.1258	0.017	16	8	98	16	2019	0.0625	0.0583
198	benzoic acid	-0.9858	0.8679	14	15	416	8	2019	1	0.9332
199	benzoyl	-0.9882	0.8687	14	15	416	8	2019	1	0.9332
200	best condition	-0.778	-0.155	1	30	104	5	2019	1	0.9332
201	best method	0.0989	-0.5624	17	37	78	6	2019	0	0
202	best performance	0.1815	-0.4221	3	29	88	5	2019	0.4	0.3733
203	betatrophin	0.3906	0.6597	14	25	199	7	2019	1	0.9332
204	better city management	1.1094	-0.1527	2	3	45	5	2019	0	0
205	better understanding	0.4942	-0.3534	20	22	58	5	2019	0.6	0.5599
206	beverage	0.1518	0.2741	8	30	98	7	2019	3.1429	2.933
207	bhv	0.4017	0.8341	14	4	35	5	2019	1	0.9332
208	bhws	1.0024	0.2983	2	8	160	5	2019	0	0
209	bias	0.8457	0.2015	2	30	257	11	2019	1	0.9332
210	biduk biduk karst region	-0.1085	-0.3813	4	11	92	6	2019	0	0
211	binder	-0.4806	-0.4369	7	27	101	11	2019	1.4545	1.3574
212	binding	-0.0667	0.5154	14	70	230	13	2019	2.5385	2.369
213	bio filter	-0.3101	-0.1958	4	8	96	6	2019	0	0
214	bio oil	-0.7763	-0.5803	1	25	184	10	2019	4.9	4.5729
215	bioactivity	-0.8096	-0.3257	1	24	56	6	2019	3.5	3.2663
216	biochar	-0.7258	-0.2942	12	15	239	9	2019	0	0
217	biodiversitas	-0.0459	0.1801	10	66	180	10	2019	0.4	0.3733
218	biofilm	-0.2492	0.3693	22	39	566	22	2019	1.2273	1.1453
219	biogas	-0.6378	-0.3556	12	57	491	28	2019	3.6071	3.3663
220	biogas production	-0.5692	-0.3629	12	28	118	8	2019	8.25	7.6992
221	biogas sludge	-0.6478	-0.2525	12	16	164	6	2019	0	0
222	biological activity	-0.5111	0.2135	6	64	227	9	2019	1.7778	1.6591
223	biological signal	0.8548	-0.6935	3	3	34	5	2019	1.4	1.3065
224	biomass production	-0.2102	0.0784	4	21	119	8	2019	1.625	1.5165
225	bioplastic composite	-0.8017	-0.0561	12	7	105	5	2019	1	0.9332
226	bird	-0.1159	0.3202	5	50	392	23	2019	0.4348	0.4058
227	birth	0.5055	0.2774	2	59	202	9	2019	1.2222	1.1406
228	birth type	-0.0612	0.5064	5	8	72	6	2019	0	0
229	birth weight	0.0249	0.4934	5	33	112	6	2019	0	0
230	black tea	0.3534	-0.3478	3	17	72	6	2019	0.5	0.4666
231	blade	-0.0247	-0.5239	4	26	85	7	2019	1	0.9332
232	bligon goat	-0.0989	0.523	5	21	141	6	2019	0	0
233	blood	0.159	0.5041	16	131	522	24	2019	0.5	0.4666
234	blood glucose	0.2227	0.7429	8	58	260	10	2019	0.2	0.1866
235	blood glucose level	0.1516	0.8082	8	52	329	9	2019	0.4444	0.4148
236	blood pressure	0.0683	0.6018	8	40	164	8	2019	2.5	2.3331
237	blood sample	0.1609	0.4757	15	119	358	16	2019	0.375	0.35
238	bluto	0.0675	-0.2007	21	6	93	7	2019	0	0
239	bmi	0.3428	0.4605	8	52	358	16	2019	1.5	1.3999
240	bms	0.3287	-0.7706	11	10	74	5	2019	0	0
241	bnct	-0.6238	0.6147	6	27	212	11	2019	0.6364	0.5939
242	bod	-0.1861	-0.2941	4	31	113	9	2019	0.2222	0.2074
243	body mass index	0.3617	0.3488	8	68	199	10	2019	1.3	1.2132
244	body weight	0.0546	0.4864	8	186	980	41	2019	1.1463	1.0698
245	body weight gain	-0.337	0.4441	5	37	232	10	2019	0	0
246	bornusu	-0.6429	0.6467	6	8	45	5	2019	0	0
247	boron neutron capture therapy	-0.6896	0.6316	6	21	135	5	2019	1.2	1.1199
248	boundary	0.5972	-0.4329	2	38	144	21	2019	1.0952	1.0221
249	bovine gelatin	-0.5886	-0.0068	9	13	130	5	2019	0	0
250	bph	0.4782	-0.2745	3	8	54	6	2019	0	0
251	bpjs kesehatan	0.6386	-0.0628	2	8	84	6	2019	0	0
252	brain	-0.1894	-0.0106	12	48	251	13	2019	2.6923	2.5126
253	branchless banking	0.6546	-0.3859	4	4	48	15	2019	1.3333	1.2443
254	brasiliense	0.0891	0.4996	10	9	70	5	2019	0	0
255	bread	-0.5675	0.013	5	4	49	7	2019	0	0
256	breast cancer	0.7693	0.8319	13	156	1772	56	2019	2.1607	2.0165
257	breast cancer cell	-0.4489	0.7987	6	89	591	21	2019	1.0952	1.0221
258	breast cancer patient	0.4124	0.7517	14	38	380	11	2019	1.9091	1.7816
259	breast cancer risk	1.2738	0.9283	13	34	664	14	2019	4.1429	3.8663
260	breath test	0.6581	0.1766	3	12	94	6	2019	2	1.8665
261	breed	0.1018	0.3443	10	73	494	27	2019	0.7407	0.6913
262	broiler	-0.2226	0.3743	5	42	186	9	2019	0.2222	0.2074
263	broiler chicken	-0.3128	0.3873	5	38	156	9	2019	0.1111	0.1037
264	brown algae	-0.7663	0.1804	19	13	175	7	2019	0	0
265	buffalo	0.2197	0.322	10	18	148	11	2019	0.1818	0.1697
266	bunguran island	0.0124	-0.2249	4	3	55	5	2019	0	0
267	burnish height	-0.7325	-1.0578	17	3	40	5	2019	0	0
268	bus	0.4434	-0.7301	17	20	127	13	2019	0.1538	0.1436
269	butanol	-0.7909	-0.2675	1	32	144	5	2019	9	8.3992
270	bvdv	0.3721	0.5893	10	8	156	12	2019	0	0
271	c heyneana	-0.486	0.2155	14	20	224	11	2019	4.9091	4.5814
272	c reactive protein	0.1979	0.6495	8	44	205	7	2019	0	0
273	c xanthorrhiza	-0.3822	-0.0189	9	21	186	9	2019	0.6667	0.6222
274	c45 algorithm	0.8454	-0.4478	2	2	15	6	2019	0.1667	0.1555
275	cacao bean	-0.8313	0.1372	6	19	266	7	2019	5	4.6662
276	cad	0.4868	-0.3621	3	11	45	7	2019	0.2857	0.2666
277	cadmium	-0.4151	0.0582	21	19	148	7	2019	0	0
278	caffeine	-0.295	0.4218	6	50	168	10	2019	2.7	2.5197
279	calcination	-0.8735	-0.2621	1	71	335	13	2019	1.6923	1.5793
280	calcination process	-0.6802	-0.369	1	43	118	5	2019	1	0.9332
281	calcination temperature	-0.9191	-0.3529	1	27	144	5	2019	0	0
282	calcium	-0.7786	-0.254	1	57	192	8	2019	1.625	1.5165
283	calf	0.1518	0.4939	5	43	136	6	2019	0.3333	0.3111
284	calibration	-0.1853	-0.582	9	70	588	16	2019	1.5625	1.4582
285	calliandra	-0.4142	0.4116	5	24	282	9	2019	0	0
286	calorific value	-0.5789	-0.3744	12	30	205	11	2019	0.2727	0.2545
287	cambial activity	0.9592	0.2052	16	1	8	8	2019	0	0
288	canard	0.1411	-0.6138	3	10	75	6	2019	1	0.9332
289	cancer cell	-0.04	0.6867	14	81	351	21	2019	2.3333	2.1776
290	cancer patient	0.6959	0.6093	2	33	148	7	2019	1.4286	1.3332
291	canopy interception	0.2934	-0.2988	4	5	34	9	2019	0	0
292	capital	0.9682	-0.0302	2	31	203	16	2019	0.0625	0.0583
293	car	-0.5399	-0.7962	9	39	603	30	2019	0.0667	0.0622
294	carbohydrate	-0.5396	0.1201	5	81	289	15	2019	2.8667	2.6753
295	carbon	-0.5677	-0.3461	1	119	944	47	2019	1.2979	1.2112
296	carbon dioxide	-0.6674	-0.2871	12	54	223	10	2019	1.1	1.0266
297	carbon dioxide removal	-0.6397	-0.3892	12	17	108	5	2019	0.4	0.3733
298	carbon stock	-0.0628	-0.3936	4	14	146	14	2019	0	0
299	carbonate	-0.6933	-0.4072	1	46	233	14	2019	0.2857	0.2666
300	carbonate ion	-0.9501	-0.4298	1	31	169	6	2019	0.6667	0.6222
301	carbonated hydroxyapatite	-0.9209	-0.4333	1	38	184	6	2019	0.5	0.4666
302	carcass yield	-0.2936	0.3336	5	22	150	6	2019	0	0
303	cardiac surgery	0.6885	0.2411	16	13	134	7	2019	2.1429	1.9998
304	carrier	-0.612	0.0987	1	93	485	21	2019	1.9048	1.7776
305	carrot callus	-0.2605	0.3923	6	3	20	5	2019	0	0
306	carvedilol	1.065	0.6515	16	13	360	8	2019	0	0
307	case control study	0.6208	0.3484	2	28	121	6	2019	0	0
308	caspase	0.1064	1.0457	8	28	336	12	2019	0.0833	0.0778
309	cassava powder	-0.5768	0.3786	5	11	180	6	2019	0	0
310	cassava pulp	-0.6305	0.3028	5	17	210	8	2019	0.75	0.6999
311	casson yield value	-0.7578	-0.2067	7	13	66	5	2019	2.8	2.6131
312	cat	-0.107	0.4751	8	12	62	8	2019	2	1.8665
313	catalyst	-0.8568	-0.2933	1	185	2059	91	2019	1.5934	1.487
314	catalytic activity	-0.728	-0.2392	1	28	106	6	2019	1.5	1.3999
315	catch	0.6691	-0.0897	2	5	48	10	2019	0	0
316	catchment	0.1221	-0.34	4	19	101	19	2019	0.1579	0.1474
317	catchment area	0.2473	-0.3861	4	19	117	11	2019	2.0909	1.9513
318	cation exchange capacity	-0.4817	-0.153	20	33	90	6	2019	1	0.9332
319	cattle manure	-0.506	-0.1827	12	4	81	9	2019	0	0
320	cbcl	0.7271	0.1281	2	4	48	6	2019	0	0
321	cc genotype	0.3379	0.7447	8	27	133	5	2019	0.4	0.3733
322	ccd	-0.8571	-0.6051	9	27	302	9	2019	0	0
323	cch	-1.0334	-0.3932	1	9	140	7	2019	0	0
324	ccl2	-0.0786	0.9093	14	23	326	10	2019	0.4	0.3733
325	cee	-0.5608	0.8495	6	11	120	8	2019	1	0.9332
326	cehv	-0.5634	1.2956	6	2	27	9	2019	0	0
327	cell culture	-0.4439	1.0967	8	18	85	5	2019	0	0
328	cell cycle	-0.4395	0.8093	6	42	169	8	2019	0.75	0.6999
329	cell death	-0.2615	0.603	6	54	148	7	2019	1	0.9332
330	cell line	-0.4794	0.6543	6	140	800	31	2019	1.5161	1.4149
331	cell migration	-0.3451	0.9549	6	73	300	8	2019	1.625	1.5165
332	cell proliferation	-0.3318	0.9102	6	115	573	19	2019	0.7895	0.7368
333	cell senescence	-0.4781	0.8036	6	40	215	7	2019	2.2857	2.1331
334	cell viability	-0.3893	0.6799	6	88	401	14	2019.0714	0.3571	0.3381
335	cells proliferation	-0.4294	0.8664	6	42	213	6	2019	1.5	1.3999
336	cellular production system	0.2295	-0.2198	7	3	65	5	2019	0	0
337	cellulose	-0.7856	-0.1771	1	85	295	15	2019	2.6667	2.4886
338	centella	-0.2401	0.6857	8	18	136	7	2019	0.8571	0.7999
339	central	0.6789	0.5437	10	39	157	5	2019	0.2	0.1866
340	central composite design	-0.912	-0.5257	9	30	146	5	2019	0	0
341	centrifugal casting	-0.6605	-0.5018	7	7	96	6	2019	1.5	1.3999
342	ceo	-0.643	0.1922	5	15	184	8	2019	0	0
343	cep	-0.0568	0.6541	5	4	75	5	2019	0	0
344	cerebellum	-0.0914	0.3051	8	18	107	5	2019	3.4	3.173
345	cervical cancer	0.1529	0.3635	6	71	311	12	2019	7.8333	7.3104
346	cfa	-0.7309	-0.3202	1	12	252	14	2019	4	3.733
347	ch4	-0.4667	-0.7115	11	37	107	6	2019	1.6667	1.5554
348	chalcone	-0.7146	0.2589	6	23	122	8	2019	2	1.8665
349	chap	-0.9066	-0.4134	1	39	587	20	2019	0.6	0.5599
350	chap powder	-1.005	-0.4417	1	25	127	5	2019	0	0
351	chemical characteristic	-0.2368	-0.009	7	34	81	6	2019	0.3333	0.3111
352	chemical composition	-0.3782	0.1488	5	96	323	16	2019	1.0625	0.9916
353	chemical oxygen demand	-0.5358	-0.2943	12	41	119	7	2019	5.4286	5.0662
354	chemical parameter	-0.215	-0.227	4	37	82	7	2019	0	0
355	chemical property	-0.4793	-0.177	12	79	331	16	2019	0.625	0.5833
356	chemical quality	-0.4866	0.1254	7	23	87	6	2019	0	0
357	chemometric	-0.3946	-0.2884	9	80	755	25	2019	2.2	2.0531
358	chemometrics technique	-0.2134	-0.4235	9	40	143	7	2019	3.7143	3.4663
359	chemotherapy	0.5033	0.6292	14	88	531	26	2019	1.1154	1.0409
360	chestnut tree	0.0016	0.361	10	1	10	5	2019	0	0
361	chicken	-0.2252	0.3814	5	127	904	46	2019	0.6957	0.6492
362	chicken nugget	-0.3958	0.1728	5	6	54	9	2019	0	0
363	child mental health problem	1.5149	0.1983	2	4	84	7	2019	4	3.733
364	chitosan	-0.8179	-0.1895	1	161	1388	73	2019	1.4384	1.3423
365	chl	0.2246	0.0354	21	2	28	7	2019	0	0
366	chloroform	-0.8439	0.294	6	47	214	6	2019	1	0.9332
367	chloroform fraction	-0.899	0.3135	6	14	252	9	2019	0	0
368	chloromethyl	-0.9872	0.8675	14	15	416	8	2019	1	0.9332
369	chlorophyll	-0.0166	-0.0102	21	26	201	15	2019	0	0
370	chlorophyll content	-0.1583	0.1785	4	33	166	7	2019	0.2857	0.2666
371	cho k1 cell	-0.5116	0.8218	6	43	236	8	2019	1.375	1.2832
372	chocolate	-0.6585	-0.165	7	40	390	32	2019	2.9062	2.7122
373	cholesterol	0.0259	0.3471	15	96	376	15	2019	1.4667	1.3688
374	choropleth map	0.7407	-0.3449	15	12	139	5	2019	0	0
375	chp	-0.5749	-0.2108	1	9	84	7	2019	2	1.8665
